jira_id,pr_id,jira_description,pr_description,lines_added,lines_deleted,files_changed,comment_count,similarity_score
PROJ-1294,PR-1294,Resolve session expiry issue in api module,Fixed session expiry in api module,61,21,"['src/email/sender.py', 'tests/test_auth.py', 'src/api/views.py', 'src/database/queries.py', 'tests/test_file.py']",20,0.95596325
PROJ-1295,PR-1295,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,123,88,"['src/auth/utils.py', 'tests/test_pipeline.py', 'src/logger/logger.py', 'tests/test_api.py', 'tests/test_user.py']",12,0.95016724
PROJ-1296,PR-1296,Improve API performance performance using Memcached,Enhanced API performance with Memcached for better performance,140,58,"['src/api/views.py', 'src/logger/logger.py', 'tests/test_pipeline.py']",19,0.9682945
PROJ-1297,PR-1297,Improve query execution performance using JSONFormatter,Enhanced query execution with JSONFormatter for better performance,84,45,"['src/auth/auth.py', 'tests/test_auth.py', 'tests/test_api.py']",19,0.9652349
PROJ-1298,PR-1298,Resolve CSV parsing issue in logger module,Fixed CSV parsing in logger module,22,10,['tests/test_file.py'],20,0.95414954
PROJ-1299,PR-1299,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,103,36,"['src/pipeline/processor.py', 'tests/test_api.py']",12,0.95016724
PROJ-1300,PR-1300,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,137,71,"['tests/test_file.py', 'tests/test_database.py', 'tests/test_search.py', 'tests/test_email.py']",4,0.962519
PROJ-1301,PR-1301,Implement email notifications API endpoint using JWT,Added email notifications API endpoint with JWT,194,29,"['tests/test_logger.py', 'src/database/models.py', 'src/user/models.py']",8,0.9478601
PROJ-1302,PR-1302,Resolve database timeouts issue in auth module,Fixed database timeouts in auth module,43,96,"['src/logger/logger.py', 'src/api/views.py', 'tests/test_user.py', 'src/user/models.py', 'src/search/index.py']",14,0.97560143
PROJ-1303,PR-1303,Implement email notifications API endpoint using OAuth,Added email notifications API endpoint with OAuth,50,9,"['tests/test_email.py', 'src/api/views.py', 'src/file/uploader.py', 'tests/test_user.py']",14,0.9329871
PROJ-1304,PR-1304,Improve file uploads performance using JSONFormatter,Enhanced file uploads with JSONFormatter for better performance,40,92,"['tests/test_pipeline.py', 'tests/test_api.py', 'src/database/queries.py', 'tests/test_email.py']",10,0.9657508
PROJ-1305,PR-1320,Resolve null API responses issue in email module,Fixed null API responses in auth module,155,95,"['src/search/index.py', 'tests/test_email.py', 'src/database/models.py', 'tests/test_file.py']",17,0.7836047
PROJ-1305,PR-1305,Resolve null API responses issue in email module,Fixed null API responses in email module,114,84,"['src/database/queries.py', 'src/user/models.py', 'src/api/views.py', 'src/logger/logger.py']",9,0.9569799
PROJ-1306,PR-1306,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,131,17,"['src/api/views.py', 'tests/test_search.py']",9,0.95016724
PROJ-1307,PR-1307,Implement password reset API endpoint using smtplib,Added password reset API endpoint with smtplib,191,80,"['src/api/views.py', 'tests/test_search.py', 'src/email/sender.py']",0,0.95721257
PROJ-1308,PR-1308,Improve data pipeline performance using NumPy,Minor updates to README and cleanup in unrelated modules,73,18,['src/database/queries.py'],5,0.120073736
PROJ-1309,PR-1309,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,50,90,['src/pipeline/processor.py'],19,0.95660865
PROJ-1310,PR-1310,Implement Redis caching API endpoint using Redis,Added Redis caching API endpoint with Redis,66,58,"['src/database/models.py', 'tests/test_auth.py', 'tests/test_database.py', 'src/logger/logger.py', 'src/auth/utils.py']",14,0.9495712
PROJ-1311,PR-1311,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,34,12,"['tests/test_search.py', 'src/database/models.py', 'tests/test_api.py', 'src/search/index.py']",2,0.95016724
PROJ-1312,PR-1312,Resolve CSV parsing issue in database module,Fixed CSV parsing in database module,30,8,"['src/auth/auth.py', 'tests/test_pipeline.py', 'tests/test_api.py', 'tests/test_database.py', 'tests/test_user.py']",14,0.9352654
PROJ-1313,PR-1313,Resolve session expiry issue in search module,Fixed session expiry in search module,76,30,['src/database/queries.py'],11,0.96001196
PROJ-1314,PR-1314,Implement user authentication API endpoint using OAuth,Added user authentication API endpoint with OAuth,139,98,"['src/logger/logger.py', 'src/database/queries.py']",6,0.8890615
PROJ-1315,PR-1315,Resolve session expiry issue in api module,Fixed session expiry in api module,12,40,"['src/email/sender.py', 'tests/test_api.py', 'src/user/models.py']",16,0.95596325
PROJ-1316,PR-1316,Resolve session expiry issue in auth module,Minor updates to README and cleanup in unrelated modules,67,27,"['src/logger/logger.py', 'src/auth/utils.py', 'src/search/index.py', 'tests/test_api.py']",18,0.12015815
PROJ-1317,PR-1317,Implement user authentication API endpoint using JWT,Added user authentication API endpoint with JWT,170,65,"['src/database/models.py', 'tests/test_auth.py', 'tests/test_search.py', 'tests/test_logger.py', 'src/email/sender.py']",5,0.9331681
PROJ-1318,PR-1318,Implement search pagination API endpoint using JWT,Added search pagination API endpoint with JWT,199,43,"['src/search/index.py', 'src/logger/logger.py']",15,0.97025126
PROJ-1319,PR-1319,Resolve null API responses issue in auth module,Fixed null API responses in auth module,138,13,"['src/email/sender.py', 'tests/test_database.py', 'src/database/models.py']",16,0.95804644
PROJ-1321,PR-1321,Resolve database timeouts issue in user module,Fixed database timeouts in user module,164,34,"['src/pipeline/processor.py', 'src/email/sender.py', 'tests/test_auth.py']",18,0.9689294
PROJ-1322,PR-1322,Implement Redis caching API endpoint using Elasticsearch,Minor updates to README and cleanup in unrelated modules,199,76,"['src/database/queries.py', 'tests/test_logger.py', 'src/logger/logger.py']",9,0.076782964
PROJ-1323,PR-1323,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,165,39,"['tests/test_pipeline.py', 'src/logger/logger.py', 'src/user/models.py', 'src/pipeline/processor.py']",13,0.962519
PROJ-1324,PR-1324,Resolve database timeouts issue in pipeline module,Fixed database timeouts in pipeline module,31,68,"['src/api/views.py', 'src/auth/auth.py', 'tests/test_email.py', 'src/logger/logger.py', 'tests/test_pipeline.py']",6,0.972178
PROJ-1325,PR-1325,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,59,63,"['src/database/models.py', 'tests/test_pipeline.py', 'src/pipeline/processor.py']",3,0.962981
PROJ-1326,PR-1378,Resolve session expiry issue in pipeline module,Fixed session expiry in api module,185,23,"['src/email/sender.py', 'src/api/views.py', 'tests/test_user.py']",2,0.7271471
PROJ-1326,PR-1326,Resolve session expiry issue in pipeline module,Fixed session expiry in pipeline module,48,11,['src/auth/utils.py'],7,0.95662975
PROJ-1327,PR-1327,Implement user authentication API endpoint using smtplib,Added user authentication API endpoint with smtplib,118,27,"['src/user/models.py', 'src/database/queries.py', 'src/auth/auth.py']",10,0.95221674
PROJ-1329,PR-1329,Improve API performance performance using asyncio,Enhanced API performance with asyncio for better performance,101,52,"['tests/test_database.py', 'src/file/uploader.py', 'tests/test_auth.py']",5,0.97024584
PROJ-1330,PR-1330,Improve file uploads performance using asyncio,Enhanced file uploads with asyncio for better performance,139,26,"['tests/test_api.py', 'tests/test_auth.py']",5,0.9644438
PROJ-1331,PR-1331,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,31,80,['src/api/views.py'],16,0.962519
PROJ-1332,PR-1332,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,107,36,['src/auth/utils.py'],15,0.962981
PROJ-1333,PR-1333,Resolve null API responses issue in database module,Fixed null API responses in database module,16,42,"['src/search/index.py', 'tests/test_database.py', 'src/api/views.py']",2,0.94854873
PROJ-1334,PR-1334,Improve API performance performance using JSONFormatter,Enhanced API performance with JSONFormatter for better performance,162,16,"['src/email/sender.py', 'src/database/queries.py', 'tests/test_search.py']",15,0.9698429
PROJ-1335,PR-1335,Improve file uploads performance using Memcached,Enhanced file uploads with Memcached for better performance,95,84,"['src/auth/auth.py', 'tests/test_pipeline.py', 'src/api/views.py']",16,0.9463666
PROJ-1336,PR-1336,Implement user authentication API endpoint using OAuth,Added user authentication API endpoint with OAuth,28,35,"['tests/test_user.py', 'tests/test_api.py', 'src/database/models.py', 'src/logger/logger.py', 'src/auth/auth.py']",14,0.8890615
PROJ-1337,PR-1337,Improve logging performance using Memcached,Enhanced logging with Memcached for better performance,12,79,"['tests/test_pipeline.py', 'tests/test_auth.py', 'tests/test_search.py', 'src/api/views.py', 'tests/test_logger.py']",4,0.95759255
PROJ-1338,PR-1338,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,189,84,['src/pipeline/processor.py'],2,0.96890056
PROJ-1339,PR-1035,Improve query execution performance using NumPy,Enhanced logging with multiprocessing for better performance,27,81,['tests/test_pipeline.py'],9,0.23517744
PROJ-1339,PR-1339,Improve query execution performance using NumPy,Enhanced query execution with NumPy for better performance,134,96,"['tests/test_file.py', 'tests/test_logger.py']",10,0.9513643
PROJ-1340,PR-1340,Implement email notifications API endpoint using Elasticsearch,Added email notifications API endpoint with Elasticsearch,60,75,"['tests/test_database.py', 'src/auth/auth.py', 'src/database/models.py', 'tests/test_api.py']",0,0.9590124
PROJ-1341,PR-1341,Resolve null API responses issue in user module,Fixed null API responses in user module,89,82,['tests/test_file.py'],11,0.9613775
PROJ-1342,PR-1342,Resolve CSV parsing issue in email module,Fixed CSV parsing in email module,49,86,"['tests/test_database.py', 'tests/test_pipeline.py']",0,0.9535484
PROJ-1343,PR-1343,Implement search pagination API endpoint using smtplib,Added search pagination API endpoint with smtplib,74,59,"['tests/test_database.py', 'src/user/models.py', 'src/pipeline/processor.py', 'tests/test_file.py']",10,0.9715265
PROJ-1343,PR-1381,Implement search pagination API endpoint using smtplib,Fixed database timeouts in api module,114,54,"['tests/test_file.py', 'tests/test_database.py', 'tests/test_auth.py']",7,0.23515165
PROJ-1344,PR-1344,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,96,60,"['tests/test_database.py', 'tests/test_file.py', 'src/auth/utils.py', 'src/search/index.py']",8,0.96890056
PROJ-1345,PR-1345,Implement search pagination API endpoint using Elasticsearch,Added search pagination API endpoint with Elasticsearch,109,8,"['tests/test_logger.py', 'src/api/views.py', 'tests/test_api.py']",18,0.9592186
PROJ-1346,PR-1346,Improve file uploads performance using JSONFormatter,Enhanced file uploads with JSONFormatter for better performance,35,34,"['src/database/models.py', 'src/api/views.py', 'tests/test_pipeline.py', 'tests/test_search.py', 'src/pipeline/processor.py']",19,0.9657508
PROJ-1347,PR-1347,Improve query execution performance using NumPy,Enhanced query execution with NumPy for better performance,151,38,['src/user/models.py'],8,0.9513643
PROJ-1348,PR-1348,Implement password reset API endpoint using OAuth,Added password reset API endpoint with OAuth,130,27,"['src/auth/auth.py', 'tests/test_database.py', 'tests/test_pipeline.py', 'src/user/models.py']",6,0.93425876
PROJ-1349,PR-1349,Resolve database timeouts issue in database module,Fixed database timeouts in database module,162,19,"['src/auth/auth.py', 'src/user/models.py', 'tests/test_api.py', 'tests/test_database.py', 'src/database/models.py']",5,0.9608567
PROJ-1350,PR-1350,Improve file uploads performance using NumPy,Enhanced file uploads with NumPy for better performance,182,47,"['src/auth/utils.py', 'src/auth/auth.py']",0,0.93258727
PROJ-1351,PR-1351,Resolve CSV parsing issue in user module,Fixed CSV parsing in user module,117,49,"['src/logger/logger.py', 'src/search/index.py', 'src/file/uploader.py', 'src/auth/auth.py']",5,0.94997025
PROJ-1352,PR-1352,Improve API performance performance using asyncio,Enhanced API performance with asyncio for better performance,101,44,"['tests/test_email.py', 'src/user/models.py', 'src/search/index.py', 'tests/test_database.py', 'src/auth/utils.py']",17,0.97024584
PROJ-1353,PR-1353,Resolve CSV parsing issue in auth module,Fixed CSV parsing in auth module,157,8,"['src/file/uploader.py', 'src/auth/auth.py']",7,0.952229
PROJ-1354,PR-1354,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,173,18,['tests/test_email.py'],6,0.9474199
PROJ-1355,PR-1355,Resolve null API responses issue in email module,Fixed null API responses in email module,38,54,"['tests/test_database.py', 'src/pipeline/processor.py', 'src/logger/logger.py']",1,0.9569799
PROJ-1356,PR-1356,Improve query execution performance using asyncio,Enhanced query execution with asyncio for better performance,165,49,['src/user/models.py'],4,0.96850383
PROJ-1357,PR-1357,Resolve CSV parsing issue in auth module,Fixed CSV parsing in auth module,164,63,"['tests/test_file.py', 'src/database/queries.py']",14,0.952229
PROJ-1358,PR-1358,Resolve SQL injection issue in user module,Fixed SQL injection in user module,61,62,"['src/file/uploader.py', 'src/auth/utils.py', 'tests/test_auth.py', 'src/database/models.py', 'src/pipeline/processor.py']",2,0.9435452
PROJ-1359,PR-1359,Improve file uploads performance using Memcached,Enhanced file uploads with Memcached for better performance,111,43,"['tests/test_database.py', 'tests/test_pipeline.py', 'tests/test_search.py', 'src/api/views.py']",15,0.9463666
PROJ-1360,PR-1360,Resolve database timeouts issue in email module,Fixed database timeouts in email module,29,44,"['tests/test_search.py', 'src/api/views.py', 'src/logger/logger.py']",5,0.97393906
PROJ-1361,PR-1361,Implement user authentication API endpoint using JWT,Added user authentication API endpoint with JWT,64,71,"['src/user/models.py', 'tests/test_user.py']",3,0.9331681
PROJ-1362,PR-1362,Improve logging performance using Memcached,Enhanced logging with Memcached for better performance,56,98,"['src/email/sender.py', 'tests/test_file.py', 'src/auth/utils.py']",16,0.95759255
PROJ-1363,PR-1363,Resolve SQL injection issue in search module,Fixed SQL injection in search module,14,42,"['tests/test_api.py', 'src/logger/logger.py']",20,0.9383683
PROJ-1364,PR-1364,Improve file uploads performance using NumPy,Enhanced file uploads with NumPy for better performance,131,23,['tests/test_auth.py'],3,0.93258727
PROJ-1365,PR-1365,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,76,16,"['tests/test_database.py', 'tests/test_search.py', 'src/database/queries.py', 'src/auth/auth.py', 'src/logger/logger.py']",9,0.95016724
PROJ-1367,PR-1367,Resolve SQL injection issue in database module,Fixed SQL injection in database module,69,17,['src/email/sender.py'],8,0.91793716
PROJ-1368,PR-1368,Improve logging performance using asyncio,Enhanced logging with asyncio for better performance,36,27,['tests/test_auth.py'],12,0.96698475
PROJ-1369,PR-1369,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,62,100,"['src/auth/utils.py', 'src/search/index.py', 'tests/test_logger.py', 'tests/test_pipeline.py']",8,0.9474199
PROJ-1370,PR-1370,Resolve null API responses issue in pipeline module,Minor updates to README and cleanup in unrelated modules,72,79,['src/api/views.py'],15,0.19512132
PROJ-1371,PR-1371,Resolve null API responses issue in logger module,Fixed null API responses in logger module,48,100,"['tests/test_database.py', 'src/file/uploader.py', 'src/database/queries.py', 'src/database/models.py', 'src/pipeline/processor.py']",17,0.95745605
PROJ-1372,PR-1372,Resolve null API responses issue in api module,Fixed null API responses in api module,93,32,"['src/user/models.py', 'src/logger/logger.py', 'src/api/views.py', 'tests/test_auth.py']",8,0.94652295
PROJ-1373,PR-1373,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,77,88,"['src/email/sender.py', 'tests/test_api.py', 'tests/test_auth.py']",19,0.9689003
PROJ-1374,PR-1374,Implement email notifications API endpoint using JWT,Added email notifications API endpoint with JWT,92,38,"['src/database/queries.py', 'tests/test_api.py', 'src/search/index.py']",0,0.9478601
PROJ-1375,PR-1375,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,29,89,['tests/test_auth.py'],15,0.962981
PROJ-1376,PR-1376,Implement password reset API endpoint using JWT,Added password reset API endpoint with JWT,143,75,"['src/pipeline/processor.py', 'src/api/views.py', 'src/email/sender.py', 'src/logger/logger.py', 'src/auth/auth.py']",16,0.9563129
PROJ-1377,PR-1377,Resolve null API responses issue in api module,Fixed null API responses in api module,186,25,['src/email/sender.py'],14,0.94652295
PROJ-1379,PR-1379,Improve file uploads performance using NumPy,Enhanced file uploads with NumPy for better performance,161,72,"['tests/test_user.py', 'src/pipeline/processor.py', 'tests/test_search.py', 'tests/test_auth.py', 'tests/test_email.py']",15,0.93258727
PROJ-1380,PR-1380,Implement email notifications API endpoint using JWT,Added email notifications API endpoint with JWT,199,100,"['src/database/queries.py', 'tests/test_search.py', 'src/email/sender.py', 'tests/test_auth.py']",4,0.9478601
PROJ-1382,PR-1382,Improve file uploads performance using asyncio,Enhanced file uploads with asyncio for better performance,54,76,"['tests/test_pipeline.py', 'src/file/uploader.py', 'src/email/sender.py', 'src/auth/auth.py']",12,0.9644438
PROJ-1383,PR-1383,Improve file uploads performance using asyncio,Enhanced file uploads with asyncio for better performance,85,94,['tests/test_auth.py'],10,0.9644438
PROJ-1384,PR-1384,Resolve null API responses issue in email module,Fixed null API responses in email module,111,13,"['src/auth/utils.py', 'src/auth/auth.py', 'src/user/models.py', 'src/search/index.py', 'tests/test_user.py']",15,0.9569799
PROJ-1385,PR-1385,Resolve session expiry issue in logger module,Fixed session expiry in logger module,189,68,['tests/test_auth.py'],2,0.9495507
PROJ-1386,PR-1386,Implement search pagination API endpoint using smtplib,Added search pagination API endpoint with smtplib,70,78,"['tests/test_database.py', 'src/search/index.py', 'src/api/views.py', 'src/auth/utils.py']",8,0.9715265
PROJ-1387,PR-1387,Implement user authentication API endpoint using Elasticsearch,Added user authentication API endpoint with Elasticsearch,194,91,"['src/search/index.py', 'src/user/models.py', 'src/database/models.py']",11,0.9477899
PROJ-1388,PR-1388,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,124,12,"['src/database/models.py', 'src/logger/logger.py', 'src/auth/utils.py', 'src/file/uploader.py', 'src/pipeline/processor.py']",14,0.9474199
PROJ-1389,PR-1389,Implement password reset API endpoint using smtplib,Added password reset API endpoint with smtplib,192,32,"['src/search/index.py', 'src/api/views.py', 'tests/test_search.py', 'src/auth/utils.py']",15,0.95721257
PROJ-1390,PR-1390,Implement email notifications API endpoint using Elasticsearch,Added email notifications API endpoint with Elasticsearch,174,47,"['src/pipeline/processor.py', 'tests/test_pipeline.py', 'tests/test_search.py', 'tests/test_auth.py', 'tests/test_file.py']",6,0.9590124
PROJ-1391,PR-1391,Resolve session expiry issue in logger module,Fixed session expiry in logger module,111,68,"['src/database/queries.py', 'tests/test_auth.py', 'src/auth/auth.py']",0,0.9495507
PROJ-1392,PR-1392,Improve data pipeline performance using NumPy,Enhanced data pipeline with NumPy for better performance,88,13,['tests/test_logger.py'],14,0.94986725
PROJ-1393,PR-1393,Implement search pagination API endpoint using smtplib,Added search pagination API endpoint with smtplib,140,15,"['tests/test_pipeline.py', 'src/database/models.py']",0,0.9715265
PROJ-1394,PR-1394,Improve API performance performance using asyncio,Enhanced API performance with asyncio for better performance,25,15,"['src/pipeline/processor.py', 'src/database/queries.py']",1,0.97024584
PROJ-1395,PR-1395,Implement user authentication API endpoint using smtplib,Added user authentication API endpoint with smtplib,85,44,"['tests/test_file.py', 'tests/test_logger.py', 'tests/test_email.py', 'src/file/uploader.py']",3,0.95221674
PROJ-1396,PR-1396,Resolve null API responses issue in pipeline module,Fixed null API responses in pipeline module,189,73,['src/file/uploader.py'],19,0.95752263
PROJ-1397,PR-1397,Resolve database timeouts issue in email module,Fixed database timeouts in email module,77,46,"['tests/test_file.py', 'tests/test_user.py']",3,0.9739392
PROJ-1398,PR-1398,Improve data pipeline performance using JSONFormatter,Enhanced data pipeline with JSONFormatter for better performance,132,44,['tests/test_database.py'],7,0.9657588
PROJ-1399,PR-1399,Resolve CSV parsing issue in email module,Fixed CSV parsing in email module,56,80,"['src/email/sender.py', 'tests/test_email.py', 'tests/test_api.py']",3,0.9535484
PROJ-1400,PR-1400,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,20,86,"['src/database/models.py', 'tests/test_email.py', 'tests/test_database.py', 'tests/test_logger.py']",1,0.96890056
PROJ-1401,PR-1401,Resolve session expiry issue in pipeline module,Fixed session expiry in pipeline module,34,10,"['tests/test_auth.py', 'tests/test_database.py', 'src/auth/auth.py']",0,0.95662975
PROJ-1402,PR-1052,Improve API performance performance using JSONFormatter,Enhanced data pipeline with multiprocessing for better performance,16,15,"['tests/test_file.py', 'src/api/views.py', 'src/file/uploader.py', 'src/email/sender.py', 'tests/test_api.py']",13,0.27437577
PROJ-1402,PR-1402,Improve API performance performance using JSONFormatter,Enhanced API performance with JSONFormatter for better performance,32,6,"['tests/test_api.py', 'src/auth/utils.py']",11,0.9698429
PROJ-1403,PR-1403,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,142,59,"['src/database/queries.py', 'src/pipeline/processor.py']",0,0.962981
PROJ-1404,PR-1404,Resolve session expiry issue in file module,Fixed session expiry in file module,120,46,['tests/test_file.py'],16,0.9591682
PROJ-1405,PR-1405,Improve query execution performance using JSONFormatter,Enhanced query execution with JSONFormatter for better performance,82,60,"['tests/test_user.py', 'src/auth/utils.py', 'tests/test_pipeline.py']",13,0.9652349
PROJ-1406,PR-1406,Implement user authentication API endpoint using Elasticsearch,Added user authentication API endpoint with Elasticsearch,161,17,"['src/api/views.py', 'src/auth/auth.py', 'tests/test_api.py', 'tests/test_auth.py', 'src/database/queries.py']",12,0.9477899
PROJ-1407,PR-1407,Implement search pagination API endpoint using JWT,Added search pagination API endpoint with JWT,70,50,"['tests/test_database.py', 'src/api/views.py', 'src/auth/auth.py', 'tests/test_email.py']",11,0.97025126
PROJ-1408,PR-1408,Resolve database timeouts issue in file module,Fixed database timeouts in file module,196,32,"['tests/test_api.py', 'src/email/sender.py', 'src/database/models.py']",17,0.97397155
PROJ-1409,PR-1409,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,37,13,"['tests/test_auth.py', 'tests/test_email.py', 'tests/test_user.py', 'tests/test_database.py']",9,0.9474199
PROJ-1410,PR-1410,Resolve SQL injection issue in auth module,Fixed SQL injection in auth module,18,60,"['tests/test_user.py', 'src/api/views.py', 'tests/test_logger.py', 'tests/test_pipeline.py']",8,0.94675475
PROJ-1411,PR-1411,Improve logging performance using NumPy,Enhanced logging with NumPy for better performance,88,99,"['src/pipeline/processor.py', 'tests/test_pipeline.py', 'src/user/models.py']",20,0.962981
PROJ-1412,PR-1412,Resolve CSV parsing issue in email module,Fixed CSV parsing in email module,52,20,['tests/test_email.py'],13,0.9535484
PROJ-1413,PR-1413,Improve file uploads performance using JSONFormatter,Enhanced file uploads with JSONFormatter for better performance,133,15,"['tests/test_auth.py', 'src/auth/auth.py', 'tests/test_logger.py']",15,0.9657508
PROJ-1414,PR-1414,Resolve CSV parsing issue in email module,Fixed CSV parsing in email module,178,53,['tests/test_database.py'],17,0.9535484
PROJ-1415,PR-1415,Implement password reset API endpoint using JWT,Added password reset API endpoint with JWT,181,85,['src/auth/utils.py'],2,0.9563129
PROJ-1416,PR-1416,Implement user authentication API endpoint using Elasticsearch,Added user authentication API endpoint with Elasticsearch,185,88,"['tests/test_email.py', 'tests/test_search.py', 'tests/test_file.py']",8,0.9477899
PROJ-1417,PR-1417,Resolve SQL injection issue in user module,Fixed SQL injection in user module,72,54,"['src/user/models.py', 'src/database/models.py', 'src/pipeline/processor.py', 'tests/test_search.py']",16,0.9435452
PROJ-1418,PR-1418,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,110,65,"['tests/test_logger.py', 'src/user/models.py', 'src/api/views.py']",5,0.95660865
PROJ-1419,PR-1419,Improve data pipeline performance using asyncio,Enhanced data pipeline with asyncio for better performance,118,33,"['src/search/index.py', 'src/email/sender.py', 'tests/test_logger.py', 'tests/test_database.py']",4,0.96890056
PROJ-1420,PR-1420,Resolve database timeouts issue in pipeline module,Fixed database timeouts in pipeline module,170,65,"['src/logger/logger.py', 'src/auth/utils.py', 'tests/test_pipeline.py']",18,0.972178
PROJ-1421,PR-1421,Implement email notifications API endpoint using OAuth,Added email notifications API endpoint with OAuth,185,56,"['src/auth/utils.py', 'tests/test_logger.py', 'tests/test_email.py']",6,0.9329871
PROJ-1422,PR-1422,Improve file uploads performance using Memcached,Enhanced file uploads with Memcached for better performance,96,75,"['src/database/models.py', 'tests/test_logger.py', 'src/auth/auth.py', 'tests/test_email.py']",5,0.9463666
PROJ-1423,PR-1423,Improve API performance performance using asyncio,Enhanced API performance with asyncio for better performance,120,89,"['src/file/uploader.py', 'src/search/index.py', 'tests/test_pipeline.py']",15,0.97024584
PROJ-1424,PR-1424,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,23,70,"['src/database/queries.py', 'src/database/models.py']",13,0.9474199
PROJ-1425,PR-1425,Resolve SQL injection issue in auth module,Fixed SQL injection in auth module,98,69,['src/search/index.py'],18,0.94675475
PROJ-1426,PR-1426,Implement password reset API endpoint using Elasticsearch,Added password reset API endpoint with Elasticsearch,129,32,['tests/test_api.py'],13,0.95882916
PROJ-1427,PR-1427,Implement email notifications API endpoint using OAuth,Minor updates to README and cleanup in unrelated modules,151,83,"['src/email/sender.py', 'src/auth/utils.py', 'tests/test_auth.py', 'tests/test_api.py', 'src/api/views.py']",9,-0.022031244
PROJ-1428,PR-1428,Improve logging performance using asyncio,Enhanced logging with asyncio for better performance,78,13,"['tests/test_logger.py', 'tests/test_email.py', 'src/file/uploader.py']",7,0.96698475
PROJ-1429,PR-1429,Improve logging performance using Memcached,Enhanced logging with Memcached for better performance,124,38,"['tests/test_api.py', 'tests/test_pipeline.py']",11,0.95759255
PROJ-1430,PR-1430,Resolve CSV parsing issue in logger module,Fixed CSV parsing in logger module,188,42,"['tests/test_auth.py', 'src/pipeline/processor.py', 'tests/test_search.py', 'src/database/queries.py', 'src/user/models.py']",16,0.95414954
PROJ-1431,PR-1431,Implement email notifications API endpoint using OAuth,Added email notifications API endpoint with OAuth,145,80,"['tests/test_user.py', 'tests/test_logger.py']",5,0.9329871
PROJ-1432,PR-1432,Improve data pipeline performance using multiprocessing,Enhanced data pipeline with multiprocessing for better performance,159,85,"['src/email/sender.py', 'src/database/models.py', 'src/auth/utils.py']",4,0.95579195
PROJ-1433,PR-1433,Resolve database timeouts issue in auth module,Fixed database timeouts in auth module,158,97,"['src/api/views.py', 'tests/test_api.py']",9,0.97560143
PROJ-1434,PR-1434,Resolve CSV parsing issue in database module,Fixed CSV parsing in database module,141,18,"['src/auth/utils.py', 'src/auth/auth.py', 'src/database/queries.py']",3,0.9352654
PROJ-1435,PR-1435,Improve API performance performance using NumPy,Enhanced API performance with NumPy for better performance,126,50,"['src/auth/auth.py', 'tests/test_file.py', 'src/user/models.py', 'src/auth/utils.py']",7,0.9596853
PROJ-1436,PR-1436,Implement password reset API endpoint using Elasticsearch,Added password reset API endpoint with Elasticsearch,28,86,"['tests/test_api.py', 'src/file/uploader.py', 'src/auth/auth.py', 'src/search/index.py']",7,0.95882916
PROJ-1437,PR-1437,Implement email notifications API endpoint using smtplib,Added email notifications API endpoint with smtplib,173,48,"['src/auth/auth.py', 'src/user/models.py', 'tests/test_logger.py']",10,0.95016724
PROJ-1438,PR-1438,Implement password reset API endpoint using Elasticsearch,Added password reset API endpoint with Elasticsearch,106,13,"['src/pipeline/processor.py', 'tests/test_user.py']",18,0.95882916
PROJ-1439,PR-1439,Implement user authentication API endpoint using OAuth,Added user authentication API endpoint with OAuth,160,21,"['src/user/models.py', 'tests/test_logger.py', 'src/auth/utils.py', 'tests/test_database.py']",1,0.8890615
PROJ-1440,PR-1440,Improve file uploads performance using multiprocessing,Enhanced file uploads with multiprocessing for better performance,80,52,"['src/pipeline/processor.py', 'tests/test_database.py', 'src/logger/logger.py']",2,0.93547964
PROJ-1441,PR-1441,Improve query execution performance using NumPy,Enhanced query execution with NumPy for better performance,20,25,"['src/api/views.py', 'tests/test_api.py', 'src/pipeline/processor.py']",8,0.9513643
